product_id,title,current_brand_id,current_brand_name,governance_status,suggested_brand,suggested_license,autofix_confidence,action_proposed
"fdedb75e-5512-449c-b68f-71f9ffaa1d32","Harry Potter Lentes","fac762b8-889d-4f6d-bf1c-da9f06dab0d7","Genérica","GENERIC_BRAND","","Harry Potter","LOW","REQUIRES_VENDOR_ATTENTION"
"5907de3c-3101-4b6f-afcf-773c8a32ee4d","Cyclops X-men 97 Wave 2 Marvel Legends Hasbro","5f1f8d40-ec5c-4e95-9c55-7676bc9308b5","Marvel","LICENSE_AS_BRAND","Hasbro","Marvel","HIGH","AUTO_ASSIGN_BRAND"
"d8f21602-82f7-40cc-8fc8-1a75e2bf4aa5","Magneto X-men 97 Wave 2 Marvel Legends Hasbro ","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","VALID_BRAND","","","LOW","KEEP"
"ec409f89-2bdf-42fe-adf5-8da9c34ef274","Mjolnir Thor Love And Thunder Marvel Legends Hasbro","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","VALID_BRAND","","","LOW","KEEP"
"e1359aee-9697-463a-8fef-393245df06b9","Peluche Sonic The Hedgehog La Pelicula 2 (33cm)","79c769ff-c82f-4a74-82de-790b8c3ecf05","Jakks Pacific","VALID_BRAND","","","LOW","KEEP"
"b978603f-df9e-43b1-ad06-5af35b8da8a9","Gwen Stacy Spiderman Marvel Legends Hasbro","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","VALID_BRAND","","","LOW","KEEP"
"f884d173-ba91-4084-8eb1-18c6ca61aa2d","Dr. Doom Marvel Legends Xenmu Baf Hasbro","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","VALID_BRAND","","","LOW","KEEP"
"e1a69072-8ef7-474c-9f02-b93868c0a835","Figura Articulada Neca Steel Clan Robot Gárgolas Con Accesorios 19 Cm","43edaabc-3910-45ab-b93d-857698fad50b","NECA","VALID_BRAND","","","LOW","KEEP"
"2bccb6ed-df36-4e5f-a660-efe9026769af","Margarita Marigold Plantas Vs Zombies Peluche 18cm","","","MISSING_BRAND","","","LOW","REQUIRES_VENDOR_ATTENTION"
"e89ec5a1-c606-46e9-8475-82eea34d4631","Jocasta Marvel Legends Joe Fixit Baf Hasbro","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","VALID_BRAND","","","LOW","KEEP"
"a27b3fab-0b51-43dc-80c2-a4f45815a44d","Guantelete Infinito Thanos Avengers Con Luz Talle Niño","","","MISSING_BRAND","","","LOW","REQUIRES_VENDOR_ATTENTION"
"b3ef122a-5c4e-47a8-b953-8982df836a23","Star Wars F7109 The Black Series Ahsoka General Hera Syndulla","805f40a4-b371-40ac-ba05-ee277b20dd27","Star Wars","LICENSE_AS_BRAND","","Star Wars","LOW","REQUIRES_VENDOR_ATTENTION"
"f24ae857-2419-45d4-b85d-9cd00347046a","Chun-li Super Street Fighter 4 Rah Medicom Toy 657","e44551bc-0261-4421-8761-20f201815f93","Medicom Toy","VALID_BRAND","","","LOW","KEEP"
"ea632421-b0c9-46dc-a779-971376d8a7d0","Capricorn Saint Seiya Cloth Collection Vol.2  Medicos","ba4cf015-ae50-48cd-8de5-90be5cb5ff06","Medicos Entertainment","VALID_BRAND","","","LOW","KEEP"
"8a65b9da-8e57-4b1a-b2d5-96c9b3163aec","Wolverine X-men 97 Marvel Legends Hasbro","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","VALID_BRAND","","","LOW","KEEP"
"cd1f3125-efb2-427d-8399-385818a3dd17","Alex Delarge A Clockwork Orange Living Dead Dolls Mezco","65e6db0a-f7cc-49e4-9d2e-2bac37eaf8da","Mezco Toyz","VALID_BRAND","","","LOW","KEEP"
"24cd762d-33b1-4328-a4b3-3a0032e5f138","Pikachu Pokemon Aoger Peluche 25cm","","","MISSING_BRAND","","","LOW","REQUIRES_VENDOR_ATTENTION"
"adb55dd9-3583-4c63-b2ed-b71980c61ae9","Venom Let There Be Carnage Marvel Legends Hasbro","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","VALID_BRAND","","","LOW","KEEP"
"c08d2b25-a8fa-4897-802f-4485e5cfd054","Catwoman Batman The Animated Series Dc Collectibles 04","ad5d4bf0-769c-49ea-9d84-211a2fb33a68","DC Collectibles","VALID_BRAND","","","LOW","KEEP"
"aa306b9c-af7e-4d28-908c-081e9eb8eabb","Rapunzel Story Doll Princesas Disney Store","79352f1b-f900-4f8a-97dc-74649d3022d2","Disney","LICENSE_AS_BRAND","","Disney","LOW","REQUIRES_VENDOR_ATTENTION"
"f2f3d886-86ab-417c-88de-155caf6f8a26","Magnetoseta Magnet-shroom Plantas Vs Zombies Peluche 18cm","","","MISSING_BRAND","","","LOW","REQUIRES_VENDOR_ATTENTION"
"e7b5e24a-150e-4bcb-be97-972011f4d19b","Deadpool Corps Scooter Marvel Legends Vehicles","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","VALID_BRAND","","","LOW","KEEP"
"e089452d-f361-476e-bf50-3314482adb9a","Lapras The Pokemon Company Peluche 25cm","4d53b85f-735f-4b4f-9011-211a8b34d11d","The Pokémon Company","VALID_BRAND","","","LOW","KEEP"
"04723651-6221-4568-b367-3b093718ea5c","Banshee Gambit Psylocke X-men Marvel Legends Hasbro","5f1f8d40-ec5c-4e95-9c55-7676bc9308b5","Marvel","LICENSE_AS_BRAND","Hasbro","Marvel","HIGH","AUTO_ASSIGN_BRAND"
"265a4e0b-ade5-4801-b51e-1ee167134ea4","Seta Solar Sun Shroom Plantas Vs Zombies Peluche 18cm","","","MISSING_BRAND","","","LOW","REQUIRES_VENDOR_ATTENTION"
"6ac48228-1581-4532-9bed-78b9eb786f70","Figura De Acción Hot Toys Bo-katan Kryze 1/6 Scale Star Wars Coleccionable","fc844555-f19f-4278-9f4b-efdfdb45b42e","Hot Toys","VALID_BRAND","","","LOW","KEEP"
"00049697-546f-4e67-bf3e-04cee864341a","Zeddemore The Real Ghostbusters Kenner Classics Hasbro","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","VALID_BRAND","","","LOW","KEEP"
"7d10c690-420f-4f9c-967d-4e997a849fa2","Captain Foxy Five Nights At Freddy´s Curse Dreadbear Funko","1cbd2abc-1508-40c4-8823-9806998979e3","Funko","VALID_BRAND","","","LOW","KEEP"
"e78b9aa8-2b17-45ba-b4ec-2165db1f430f","Zombi Delfín Dolphin Raider Plantas Vs Zombies Peluche 30cm Zombie Con Delfín","","","MISSING_BRAND","","","LOW","REQUIRES_VENDOR_ATTENTION"
"39cf44c9-02a8-4d7f-95ce-f8dd0e28924f"," Bride Of Chucky Tiffany Clothed Neca","43edaabc-3910-45ab-b93d-857698fad50b","NECA","VALID_BRAND","","","LOW","KEEP"
"a4c00f89-8077-4eac-a5df-7cc23a2a7872","Velocity Suit Spiderman Marvel Legends Demogoblin Baf Hasbro","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","VALID_BRAND","","","LOW","KEEP"
"26408632-0c51-4fa8-b0f2-1a5396fd099e","Figuras De Acción Sonic 3 Shadow Knuckles Tails Con Luz","79c769ff-c82f-4a74-82de-790b8c3ecf05","Jakks Pacific","VALID_BRAND","","","LOW","KEEP"
"ddbddeed-2d54-4a6c-98ef-4eacba45f743","Figuras Sonic 3 Super Sonic + Super Shadow Con Luz","79c769ff-c82f-4a74-82de-790b8c3ecf05","Jakks Pacific","VALID_BRAND","","","LOW","KEEP"
"9a194831-ba23-4b4e-b742-8ae77d996bed","Pikazard Pikachu Mega Charizard Pokemon Center Peluche Pikazard","b2d190fa-057b-44b8-868e-ced887d9e55a","TakaraTomy","VALID_BRAND","","","LOW","KEEP"
"4fc56478-7f59-4d62-b4f7-7ffdeffc34a0","Los Simpsons - Figura Vampiro Sr Burns 12 Cm","79c769ff-c82f-4a74-82de-790b8c3ecf05","Jakks Pacific","VALID_BRAND","","","LOW","KEEP"
"0516c967-f676-404f-8214-9134c6e6cf38","Nightcrawler X-men Marvel Legends Wendigo Baf Hasbro","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","VALID_BRAND","","","LOW","KEEP"
"ff21c4e4-d0a2-46c8-b652-cb15d2b8523e","Lanzaguisantes Peashooter Plantas Vs Zombies Con Luz","","","MISSING_BRAND","","","LOW","REQUIRES_VENDOR_ATTENTION"
"7cae0fe6-fa43-4150-8d57-ca882032a6b6","Zombie Iron Man What If Marvel Legends Khonshu Baf Hasbro","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","VALID_BRAND","","","LOW","KEEP"
"4cef7580-aad1-473d-b312-d943bf3f2f60","Alola Vulpix Pokemon Center Peluche 20cm","b2d190fa-057b-44b8-868e-ced887d9e55a","TakaraTomy","VALID_BRAND","","","LOW","KEEP"
"9389f977-e498-4c40-9895-518004889ea0","Ahsoka Tano Mandalore Star Wars Clone Wars Vintage Hasbro","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","VALID_BRAND","","","LOW","KEEP"
"22457130-9e7a-4210-a48e-a576b53a9b6a","Wild Child X-men Marvel Legends Sugar Man Baf Hasbro","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","VALID_BRAND","","","LOW","KEEP"
"0b823c50-b28a-40de-bc0e-9cc34fa1931d","Zombistein Gargantuar Plantas Vs Zombies","","","MISSING_BRAND","","","LOW","REQUIRES_VENDOR_ATTENTION"
"37330de5-9726-4dd2-81c6-cd90cd7a655d","Kraven Spiderman Marvel Legends Hasbro","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","VALID_BRAND","","","LOW","KEEP"
"4b8c4fde-b922-4621-beb9-37f7633aec9b","Peter B. Parker Spiderman Across Spider-verse Marvel Legends","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","VALID_BRAND","","","LOW","KEEP"
"92ad9859-517e-45cd-9e51-41b58b9b0520","Age Of Apocalypse Marvel Legends Hasbro","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","VALID_BRAND","","","LOW","KEEP"
"cc63fde5-475d-4e83-80a8-47af2c0d062d","Two-face 2.0 Batman The Dark Knight Hot Toys Mms546","15765f46-949b-485b-bb80-295065015942","Hot Toys","VALID_BRAND","","","LOW","KEEP"
"1d941d52-acd0-48b8-8b26-2ccdc48cf1c7","Black Gold Spiderman No Way Home Marvel Legends Hasbro","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","VALID_BRAND","","","LOW","KEEP"
"8f2bf3b2-7290-41d4-9a8f-f0be2245e54d","Eevee Pokemon Center Sp Edition Peluche 30cm","b2d190fa-057b-44b8-868e-ced887d9e55a","TakaraTomy","VALID_BRAND","","","LOW","KEEP"
"d32a3b8e-a0fc-485e-8be6-3945f157de91","Raphael Tortugas Ninja Turtles Figuarts Bandai","35d99a48-df19-4d41-8f1e-944862b40f3e","Bandai","VALID_BRAND","","","LOW","KEEP"
"4676f24b-93cf-4946-9ce9-f7a72df3b4b2","Batwing Batman The Animated Series Dc Collectibles","ad5d4bf0-769c-49ea-9d84-211a2fb33a68","DC Collectibles","VALID_BRAND","","","LOW","KEEP"
"e168c954-c00e-41ed-bc43-1986e7592045","Guisantralladora Gattling Pea Plantas Vs Zombies Verde","","","MISSING_BRAND","","","LOW","REQUIRES_VENDOR_ATTENTION"
"bb68008f-5f94-4b84-8ef3-a34c9e62d73c","Warrior Gamora What If Marvel Legends Hydra Stomper Baf","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","VALID_BRAND","","","LOW","KEEP"
"6aa07a12-59de-4cf8-8ec0-ba5f4e7d47a1","Latios Pokemon Center Peluche","b2d190fa-057b-44b8-868e-ced887d9e55a","TakaraTomy","VALID_BRAND","","","LOW","KEEP"
"30b595ca-600f-4e5a-bb3a-416aa06989a1","Cinderance Evolución Scorbunny Pokémon Peluche","b2d190fa-057b-44b8-868e-ced887d9e55a","TakaraTomy","VALID_BRAND","","","LOW","KEEP"
"a84f7e5c-46a9-46c3-9c5d-5b0122451d47","Super Saiyan God Ss Goku Dragon Ball Evolve Bandai","35d99a48-df19-4d41-8f1e-944862b40f3e","Bandai","VALID_BRAND","","","LOW","KEEP"
"b5a022f1-9aa7-4001-9bc3-811716bc4555","Jason Voorhees Freddy Vs Jason Ultimate Neca","43edaabc-3910-45ab-b93d-857698fad50b","NECA","VALID_BRAND","","","LOW","KEEP"
"ce72e73f-d849-4cf3-84a9-b847ee5177a9","Ninjago Ninja Disfraz Niños Verde/negro 120","","","MISSING_BRAND","","","LOW","REQUIRES_VENDOR_ATTENTION"
"7e3ac357-133d-4396-93bf-c7b611692054","Spiderman Spinneret Renew Your Vows Marvel Legends Hasbro","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","VALID_BRAND","","","LOW","KEEP"
"157fe361-e5d0-43da-b150-f2036abb691b","Hyuga Kojiro Captain Tsubasa Dasin Model","1131563d-5cd6-49f7-a3f1-7511da3e9a13","Dasin Model","VALID_BRAND","","","LOW","KEEP"
"ec57e608-b8bd-4d6a-ab69-b71df6a8087b","Itachi Naruto Ultimate Legends Bandai","35d99a48-df19-4d41-8f1e-944862b40f3e","Bandai","VALID_BRAND","","","LOW","KEEP"
"53fc4e26-ecac-4c6f-b80a-e6d89df4867c","Raphael Tortugas Ninja Turtles Shellraiser Playmates","","","MISSING_BRAND","","","LOW","REQUIRES_VENDOR_ATTENTION"
"73708675-5dbd-4a89-bda2-bdcb2b166ff2","Taurus Saint Seiya Cloth Collection Vol.2  Medicos","ba4cf015-ae50-48cd-8de5-90be5cb5ff06","Medicos Entertainment","VALID_BRAND","","","LOW","KEEP"
"d6ea00e1-4b62-491d-b709-334b382967cf","Prowler Spiderman 90's Marvel Legends Hasbro","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","VALID_BRAND","","","LOW","KEEP"
"2b572eff-eab6-419d-90a7-247d2f271ba1","Btgirl Of Burnside Deluxe Icons Dc Collectibles 23","ad5d4bf0-769c-49ea-9d84-211a2fb33a68","DC Collectibles","VALID_BRAND","","","LOW","KEEP"
"717623f2-1419-4e42-b3d6-cacae8cc6c0f","Lisa Simpson Peluche 33cm Lisa","","","MISSING_BRAND","","","LOW","REQUIRES_VENDOR_ATTENTION"
"63bc5a4e-886d-448b-9e83-817b3d38bedc","Robocop Ultimate Neca","43edaabc-3910-45ab-b93d-857698fad50b","NECA","VALID_BRAND","","","LOW","KEEP"
"5fa2be45-1c55-4bcd-843c-f558ea440e91","Wartortle The Pokemon Company Peluche 22cm","4d53b85f-735f-4b4f-9011-211a8b34d11d","The Pokémon Company","VALID_BRAND","","","LOW","KEEP"
"cb03d2f0-34b7-4d8e-97c2-21fe5abd88e4","Luke Skywalker Bespin Star Wars Return Of The Jedi Vintage","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","VALID_BRAND","","","LOW","KEEP"
"036f5be4-d6fd-43da-9323-7d2e231e12f8","Gunther Funhouse Mascara Trick Or Treat Studios Gunther","05ed3ea9-2136-44d1-8b89-72661ac9886e","Trick or Treat Studios","VALID_BRAND","","","LOW","KEEP"
"d1238830-5312-4a1d-aaa6-1f93b1cf343a","Robocop 2 Mafex Medicom No.074","4945c990-250a-4647-85c1-cf9b376f51ba","Medicom","VALID_BRAND","","","LOW","KEEP"
"82722690-76ae-42d4-b9d9-4040adf8ad0e","Bernacles Octonautas Peluche Grande 30cm","c78e66a1-7c09-4912-ab8d-4a2c3aa251ee","Octonautas","VALID_BRAND","","","LOW","KEEP"
"12680e97-56a6-44d4-87f1-7d2392cac9df","Namor Black Panther Wakanda Forever Attuma Baf","5f1f8d40-ec5c-4e95-9c55-7676bc9308b5","Marvel","LICENSE_AS_BRAND","","Marvel","LOW","REQUIRES_VENDOR_ATTENTION"
"c0c57f84-820b-4199-95ad-b2e5b3332fd1","Harry Potter Bufanda Gryffindor Slytherin Ravenclaw Hufflepu","","","MISSING_BRAND","","Harry Potter","LOW","REQUIRES_VENDOR_ATTENTION"
"1f72ef30-cfa1-47cf-9de3-a3df9f0942d5","Joe Fixit Incredible Hulk Marvel Legends Hasbro","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","VALID_BRAND","","","LOW","KEEP"
"05ac4c86-884e-4956-8643-07748fdf0f98","Articuno Pokemon Center Peluche 28cm","b2d190fa-057b-44b8-868e-ced887d9e55a","TakaraTomy","VALID_BRAND","","","LOW","KEEP"
"35d86ae8-a4a8-4e5f-9569-40838d176921","Cars 9 Vehículos Disney Store Deluxe Exclusive 9 Pack Lightning Mcqueen, Jackson Storm, Brick Yardley, Cal Weathers, Mac Icar, Chuck Armstrong, Tim Treadless, Ryan ''inside'' Laney, And Rookie...","79352f1b-f900-4f8a-97dc-74649d3022d2","Disney","LICENSE_AS_BRAND","","Disney","LOW","REQUIRES_VENDOR_ATTENTION"
"9c01c3d3-e9b7-460c-9b1d-fd66cb6241c8","Majin-boo Dragon Ball Figuarts Bandai","35d99a48-df19-4d41-8f1e-944862b40f3e","Bandai","VALID_BRAND","","","LOW","KEEP"
"14426a3d-3e13-4a8b-b35f-11699049273e","Calamardo Bob Esponja Peluche 25cm","","","MISSING_BRAND","","","LOW","REQUIRES_VENDOR_ATTENTION"
"bf0996ab-2bf4-48f6-91d8-4a01630a386c","Moana 2 Muñeca Que Canta Princesas Disney","79352f1b-f900-4f8a-97dc-74649d3022d2","Disney","LICENSE_AS_BRAND","","Disney","LOW","REQUIRES_VENDOR_ATTENTION"
"1691752b-2f2a-4f47-8004-c7dd30ee2bc3","Luigi Super Mario Movie Peluche Poseable Jakks Muñeco Figura","79c769ff-c82f-4a74-82de-790b8c3ecf05","Jakks Pacific","VALID_BRAND","","","LOW","KEEP"
"eb2768eb-8dd6-4d7a-9042-6a69be8dd24a","Luminara Unduli Star Wars Clone Wars Vintage Hasbro","805f40a4-b371-40ac-ba05-ee277b20dd27","Star Wars","LICENSE_AS_BRAND","Hasbro","Star Wars","HIGH","AUTO_ASSIGN_BRAND"
"9ae764d2-2b38-41f3-89e2-3d29ea93ce1b","Indoraptor Track 'n Attack Jurassic World Dino Trackers","ad42bb8f-2dee-4f99-b47a-85c1d029b528","Mattel","VALID_BRAND","","","LOW","KEEP"
"d91b67f5-1788-4637-ac49-e3ef4f849170","The Spot Spiderman Across Spider-verse Marvel Legends","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","VALID_BRAND","","","LOW","KEEP"
"e447a764-125a-4fee-8383-de9e55503d98","Apisonaflor Squash Plantas Vs Zombies Peluche 18cm","","","MISSING_BRAND","","","LOW","REQUIRES_VENDOR_ATTENTION"
"450f8d15-0dfd-4c82-8a26-0a0450ab5ac2","Din Djarin Beskar Armor Mandalorian Star Wars Black Series","805f40a4-b371-40ac-ba05-ee277b20dd27","Star Wars","LICENSE_AS_BRAND","","Star Wars","LOW","REQUIRES_VENDOR_ATTENTION"
"3cf71f00-4d88-4cda-90b1-c864ef547b6e","Din Djarin Mandalorian Star Wars Credit Collection","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","VALID_BRAND","","","LOW","KEEP"
"a3e4fbaa-29d1-43aa-a071-c92559da5df5","Integrated Suit Spiderman No Way Home Marvel Legends Hasbro","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","VALID_BRAND","","","LOW","KEEP"
"b96cd3f7-34fd-47c6-a494-e7ab5cdc8b11","Glaceon Eevee Pokemon Center Peluche 20cm","b2d190fa-057b-44b8-868e-ced887d9e55a","TakaraTomy","VALID_BRAND","","","LOW","KEEP"
"0102b77d-44df-49db-83be-621aeb2c865a","Ariel La Sirenita Classic Doll Princesas Disney Store","79352f1b-f900-4f8a-97dc-74649d3022d2","Disney","LICENSE_AS_BRAND","","Disney","LOW","REQUIRES_VENDOR_ATTENTION"
"199a7782-53f3-4f0e-913e-474b85cf4f70","Human Torch Fantastic Four Marvel Legends Hasbro","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","VALID_BRAND","","","LOW","KEEP"
"15fcfd7f-51e5-4dbe-903b-6a980d2b2e57","Wolverine Secret Wars Marvel Legends Hasbro","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","VALID_BRAND","","","LOW","KEEP"
"287c2109-9360-40d9-953b-1e162818a3e2","Charles Xavier X-men Marvel Legends Tri-sentinel Baf Hasbro","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","VALID_BRAND","","","LOW","KEEP"
"94c1df13-7f75-4c5a-b6db-e9b348483421","Charizard The Pokemon Company Peluche 28cm","4d53b85f-735f-4b4f-9011-211a8b34d11d","The Pokémon Company","VALID_BRAND","","","LOW","KEEP"
"d92089ca-75be-4aae-a247-809beb734d2e","Electro Francine Frye Spiderman Series Marvel Legends Hasbro","0df4aeab-c5e9-4d35-8a9b-e63f391d5a57","Hasbro","VALID_BRAND","","","LOW","KEEP"
"d97c2632-3895-46f4-bfdf-ae5984350540","Cancer Saint Seiya Cloth Collection Vol.2 Medicos","ba4cf015-ae50-48cd-8de5-90be5cb5ff06","Medicos Entertainment","VALID_BRAND","","","LOW","KEEP"
"a123ae79-d7ce-461f-8f88-1ca0b1b08834","Eclipse Five Nights Freddy´s Security Breach Ruin Funko","1cbd2abc-1508-40c4-8823-9806998979e3","Funko","VALID_BRAND","","","LOW","KEEP"
